Year,Geographical region,Country of nationality,Total,Work,Study,Family,Other 
 2012,America Central and South,Aruba,490,0,*,0,485
 2012,Oceania,Australia,"1,020,000","14,000","4,780",790,"1,000,000"
 2012,EU 14,Austria,z,z,z,z,z
 2012,Europe Other,Azerbaijan,"15,000",135,"1,040",45,"13,800"
 2012,America Central and South,"Bahamas, The","2,680",10,85,5,"2,580"
 2012,Middle East,Bahrain,"21,800",65,820,10,"21,000"
 2012,Asia South,Bangladesh,"47,000",870,"2,870","1,780","41,500"
 2012,America Central and South,Barbados,"11,200",90,140,15,"11,000"
 2012,Europe Other,Belarus,"18,500",115,675,40,"17,700"
 2012,EU 14,Belgium,z,z,z,z,z
 2012,America Central and South,Belize,"1,310",5,20,*,"1,280"
 2012,Africa Sub-Saharan,Benin,725,15,30,*,685
 2012,Other,Bermuda (British),80,0,5,0,80
 2012,Asia South,Bhutan,390,10,15,5,365
 2012,America Central and South,Bolivia,"2,560",15,75,15,"2,450"
 2012,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0
 2012,Europe Other,Bosnia and Herzegovina,"11,600",30,125,15,"11,500"
 2012,Africa Sub-Saharan,Botswana,"4,170",30,265,10,"3,860"
 2012,America Central and South,Brazil,"392,000","1,360","20,900",235,"370,000"
 2012,Other,British overseas citizens,"4,210",15,50,*,"4,150"
 2012,Asia South East,Brunei,"13,600",105,"1,010",5,"12,500"
 2012,EU 2,Bulgaria,z,z,z,z,z
 2012,Africa Sub-Saharan,Burkina,370,*,15,*,350
 2012,Asia South East,Burma,"3,740",60,190,20,"3,470"
 2012,Africa Sub-Saharan,Burundi,385,5,5,10,365
 2012,Asia South East,Cambodia,660,20,40,10,590
 2012,Africa Sub-Saharan,Cameroon,"8,410",55,525,75,"7,750"
 2012,America North,Canada,"927,000","6,460","8,690",440,"911,000"
 2012,Africa Sub-Saharan,Cape Verde,305,5,45,5,250
 2012,Other,Cayman Islands (British),80,0,15,0,65
 2012,Africa Sub-Saharan,Central African Republic,100,*,10,0,90
 2012,Africa Sub-Saharan,Chad,155,15,15,5,120
 2012,America Central and South,Chile,"37,300",255,"2,370",20,"34,700"
 2012,Asia East,China,"504,000","4,180","65,500","1,120","434,000"
 2012,Oceania,Christmas Island,0,0,0,0,0
 2012,Oceania,Cocos (Keeling) Islands,55,0,0,0,55
 2012,America Central and South,Colombia,"42,800",370,"3,740",140,"38,500"
 2012,Africa Sub-Saharan,Comoros,160,0,5,0,160
 2012,Africa Sub-Saharan,Congo,"2,470",45,35,45,"2,350"
 2012,Africa Sub-Saharan,Congo (Democratic Republic),"1,870",35,25,20,"1,800"
 2012,Oceania,Cook Islands,20,5,0,0,15
 2012,America Central and South,Costa Rica,"6,450",50,120,10,"6,270"
 2012,EU Other,Croatia,"65,800",180,"1,100",35,"64,500"
 2012,America Central and South,Cuba,"3,210",205,25,20,"2,960"
 2012,America Central and South,Curacao,0,0,0,0,0
 2012,EU Other,Cyprus,z,z,z,z,z
 2012,Europe Other,Cyprus (Northern part of),625,5,5,5,610
 2012,EU 8,Czech Republic,z,z,z,z,z
 2012,EU 14,Denmark,z,z,z,z,z
 2012,Africa Sub-Saharan,Djibouti,195,*,5,10,175
 2012,America Central and South,Dominica,"1,520",20,20,10,"1,470"
 2012,America Central and South,Dominican Republic,"2,190",35,45,25,"2,080"
 2012,Asia South East,East Timor,75,0,0,0,75
 2012,America Central and South,Ecuador,"5,790",85,390,30,"5,280"
 2012,Africa North,Egypt,"67,600","1,170","1,630",230,"64,600"
 2012,America Central and South,El Salvador,"1,980",10,35,5,"1,930"
 2012,Africa Sub-Saharan,Equatorial Guinea,190,*,25,0,165
 2012,Africa Sub-Saharan,Eritrea,"1,490",80,15,115,"1,280"
 2012,EU 8,Estonia,z,z,z,z,z
 2012,Africa Sub-Saharan,Ethiopia,"5,120",215,190,85,"4,620"
 2012,Other,Falkland Islands (British),*,0,0,0,*
 2012,Europe Other,Faroe Islands,25,0,0,0,25
 2012,Oceania,Fiji,"2,940",25,30,65,"2,820"
 2012,EU 14,Finland,z,z,z,z,z
 2012,Europe Other,Former Yugoslavia,555,0,*,0,550
 2012,EU 14,France,z,z,z,z,z
 2012,America Central and South,French Guiana,*,0,0,0,*
 2012,Oceania,French Polynesia,0,0,0,0,0
 2012,Africa Sub-Saharan,Gabon,660,20,30,*,605
 2012,Africa Sub-Saharan,"Gambia, The","6,780",20,120,185,"6,460"
 2012,Europe Other,Georgia,"9,420",65,655,30,"8,670"
 2012,EU 14,Germany,z,z,z,z,z
 2012,Africa Sub-Saharan,Ghana,"56,400",625,"1,250",600,"53,900"
 2012,Other,Gibraltar (British),20,0,0,0,20
 2012,EU 14,Greece,z,z,z,z,z
 2012,Europe Other,Greenland,*,0,0,0,*
 2012,America Central and South,Grenada,"2,790",10,30,30,"2,720"
 2012,America Central and South,Guadeloupe,0,0,0,0,0
 2012,Oceania,Guam,10,0,0,0,10
 2012,America Central and South,Guatemala,"3,880",15,75,5,"3,790"
 2012,Africa Sub-Saharan,Guinea,"1,190",20,60,20,"1,090"
 2012,Africa Sub-Saharan,Guinea-Bissau,180,0,5,*,175
 2012,America Central and South,Guyana,"2,690",20,40,35,"2,590"
 2012,America Central and South,Haiti,505,*,5,*,500
 2012,Oceania,Heard Island and McDonald Islands,0,0,0,0,0
 2012,America Central and South,Honduras,"2,980",20,30,5,"2,930"
 2012,Asia East,Hong Kong,"148,000",430,"9,550",110,"138,000"
 2012,EU 8,Hungary,z,z,z,z,z
 2012,Europe Other,Iceland,z,z,z,z,z
 2012,Asia South,India,"884,000","38,700","20,600","3,190","822,000"
 2012,Asia South East,Indonesia,"43,300","1,280","1,790",105,"40,100"
 2012,Middle East,Iran,"48,500",405,"1,240",340,"46,500"
 2012,Middle East,Iraq,"19,100",165,"2,400",385,"16,100"
 2012,EU 14,Ireland,z,z,z,z,z
 2012,Middle East,Israel,"176,000",640,"1,090",55,"174,000"
 2012,EU 14,Italy,z,z,z,z,z
 2012,Africa Sub-Saharan,Ivory Coast,"3,750",55,95,40,"3,570"
 2012,America Central and South,Jamaica,"24,700",390,170,495,"23,700"
 2012,Asia East,Japan,"554,000","5,030","20,300",375,"528,000"
 2012,Middle East,Jordan,"25,100",155,"1,230",55,"23,600"
 2012,Asia Central,Kazakhstan,"33,600",375,"3,510",50,"29,700"
 2012,Africa Sub-Saharan,Kenya,"38,100",450,"1,100",245,"36,300"
 2012,Oceania,Kiribati,95,*,*,*,90
 2012,Asia East,Korea (North),185,5,*,0,180
 2012,Asia East,Korea (South),"290,000","1,380","11,400",130,"277,000"
 2012,Europe Other,Kosovo,"7,440",35,140,55,"7,210"
 2012,Middle East,Kuwait,"94,500",125,"2,550",20,"91,800"
 2012,Asia Central,Kyrgyzstan,"1,990",20,125,10,"1,830"
 2012,Asia South East,Laos,375,0,30,5,340
 2012,EU 8,Latvia,z,z,z,z,z
 2012,Middle East,Lebanon,"27,000",175,610,70,"26,100"
 2012,Africa Sub-Saharan,Lesotho,370,10,10,*,345
 2012,Africa Sub-Saharan,Liberia,655,15,50,5,585
 2012,Africa North,Libya,"17,500",175,"2,050",30,"15,300"
 2012,Europe Other,Liechtenstein,z,z,z,z,z
 2012,EU 8,Lithuania,z,z,z,z,z
 2012,EU 14,Luxembourg,z,z,z,z,z
 2012,Asia East,Macau,"2,790",*,230,*,"2,560"
 2012,Europe Other,Macedonia,"9,170",40,110,10,"9,010"
 2012,Africa Sub-Saharan,Madagascar,470,5,10,5,455
 2012,Africa Sub-Saharan,Malawi,"3,440",45,150,40,"3,210"
 2012,Asia South East,Malaysia,"272,000",770,"8,560",195,"262,000"
 2012,Asia South,Maldives,"1,680",5,85,*,"1,590"
 2012,Africa Sub-Saharan,Mali,610,35,25,*,550
 2012,EU Other,Malta,z,z,z,z,z
 2012,Oceania,Marshall Islands,20,*,0,0,20
 2012,America Central and South,Martinique,25,0,0,0,25
 2012,Africa North,Mauritania,630,5,35,5,585
 2012,Africa Sub-Saharan,Mauritius,"35,500",135,665,80,"34,700"
 2012,Africa Sub-Saharan,Mayotte,85,0,35,0,45
 2012,America Central and South,Mexico,"138,000",435,"4,270",95,"133,000"
 2012,Oceania,Micronesia,25,0,0,0,25
 2012,Europe Other,Moldova,"3,370",70,155,15,"3,130"
 2012,Europe Other,Monaco,"1,610",5,10,0,"1,590"
 2012,Asia East,Mongolia,"3,890",80,165,10,"3,630"
 2012,Europe Other,Montenegro,"2,750",15,165,*,"2,570"
 2012,Other,Montserrat (British),50,0,0,0,50
 2012,Africa North,Morocco,"27,900",260,"1,430",280,"26,000"
 2012,Africa Sub-Saharan,Mozambique,"1,320",15,45,10,"1,250"
 2012,Africa Sub-Saharan,Namibia,"2,690",30,65,5,"2,590"
 2012,Oceania,Nauru,170,0,5,5,160
 2012,Asia South,Nepal,"33,400",700,610,"1,350","30,700"
 2012,EU 14,Netherlands,z,z,z,z,z
 2012,America Central and South,Netherlands Antilles,z,z,z,z,z
 2012,Oceania,New Caledonia,95,0,*,0,95
 2012,Oceania,New Zealand,"260,000","4,650",730,265,"255,000"
 2012,America Central and South,Nicaragua,"1,550",10,15,*,"1,520"
 2012,Africa Sub-Saharan,Niger,250,20,5,0,225
 2012,Africa Sub-Saharan,Nigeria,"328,000","2,480","12,400",805,"313,000"
 2012,Oceania,Niue,10,0,0,0,10
 2012,Oceania,Norfolk Island,0,0,0,0,0
 2012,Oceania,Northern Mariana Islands,0,0,0,0,0
 2012,Europe Other,Norway,z,z,z,z,z
 2012,Middle East,Occupied Palestinian Territories,"2,790",25,210,25,"2,530"
 2012,Middle East,Oman,"20,600",200,"2,470",45,"17,900"
 2012,Other,Other and unknown,"8,050",15,70,35,"7,930"
 2012,Asia South,Pakistan,"199,000","4,240","11,100","6,150","178,000"
 2012,Oceania,Palau,130,0,0,0,130
 2012,America Central and South,Panama,"3,720",30,150,*,"3,540"
 2012,Oceania,Papua New Guinea,300,*,10,5,285
 2012,America Central and South,Paraguay,"2,700",30,80,*,"2,590"
 2012,America Central and South,Peru,"13,500",75,445,30,"13,000"
 2012,Asia South East,Philippines,"134,000","5,190",660,"1,170","127,000"
 2012,Other,Pitcairn Islands (British),15,0,0,0,15
 2012,EU 8,Poland,z,z,z,z,z
 2012,EU 14,Portugal,z,z,z,z,z
 2012,America North,Puerto Rico,15,0,0,0,15
 2012,Middle East,Qatar,"37,300",170,"2,090",15,"35,100"
 2012,Other,Refugee,"26,100",10,105,40,"26,000"
 2012,Africa Sub-Saharan,Reunion,75,0,0,0,75
 2012,EU 2,Romania,z,z,z,z,z
 2012,Europe Other,Russia,"350,000","2,780","21,900",420,"325,000"
 2012,Africa Sub-Saharan,Rwanda,"1,390",35,110,5,"1,240"
 2012,Oceania,Samoa,315,10,*,*,305
 2012,Europe Other,San Marino,"1,080",0,15,0,"1,070"
 2012,Africa Sub-Saharan,Sao Tome and Principe,85,5,0,0,80
 2012,Middle East,Saudi Arabia,"156,000",705,"15,400",90,"140,000"
 2012,Africa Sub-Saharan,Senegal,"2,330",60,95,5,"2,170"
 2012,Europe Other,Serbia,"32,400",190,695,50,"31,400"
 2012,Europe Other,Serbia and Montenegro,z,z,z,z,z
 2012,Africa Sub-Saharan,Seychelles,"2,730",20,40,10,"2,660"
 2012,Africa Sub-Saharan,Sierra Leone,"7,380",25,80,75,"7,200"
 2012,Asia South East,Singapore,"135,000",430,"4,420",65,"130,000"
 2012,EU 8,Slovakia,z,z,z,z,z
 2012,EU 8,Slovenia,z,z,z,z,z
 2012,Oceania,Solomon Islands,260,*,5,0,255
 2012,Africa Sub-Saharan,Somalia,"2,160",10,15,305,"1,840"
 2012,Africa Sub-Saharan,South Africa,"241,000","2,070",920,635,"237,000"
 2012,Other,South Georgia and South Sandwich Islands,0,0,0,0,0
 2012,EU 14,Spain,z,z,z,z,z
 2012,Asia South,Sri Lanka,"51,900","1,170","1,470",660,"48,600"
 2012,Other,St. Helena (British),*,0,*,0,0
 2012,America Central and South,St. Kitts and Nevis,"2,740",20,35,*,"2,680"
 2012,America Central and South,St. Lucia,"4,130",25,45,30,"4,030"
 2012,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0
 2012,America Central and South,St. Martin (French Part),0,0,0,0,0
 2012,America Central and South,St. Pierre and Miquelon,5,0,0,0,5
 2012,America Central and South,St. Vincent and the Grenadines,"2,880",15,30,20,"2,810"
 2012,Other,Stateless,"1,360",*,5,*,"1,360"
 2012,Africa North,Sudan,"11,300",290,385,150,"10,400"
 2012,Africa Sub-Saharan,Sudan (South),150,5,20,0,130
 2012,America Central and South,Surinam,165,5,5,*,150
 2012,Europe Other,Svalbard and Jan Mayen,40,0,0,0,40
 2012,Africa Sub-Saharan,Swaziland,675,10,20,5,645
 2012,EU 14,Sweden,z,z,z,z,z
 2012,Europe Other,Switzerland,z,z,z,z,z
 2012,Middle East,Syria,"8,980",105,345,50,"8,480"
 2012,Asia East,Taiwan,"85,300",895,"7,010",85,"77,300"
 2012,Asia Central,Tajikistan,790,10,75,5,700
 2012,Africa Sub-Saharan,Tanzania,"10,400",110,455,50,"9,820"
 2012,Asia South East,Thailand,"109,000",510,"7,100",940,"100,000"
 2012,Africa Sub-Saharan,Togo,590,10,20,5,555
 2012,Oceania,Tokelau,0,0,0,0,0
 2012,Oceania,Tonga,845,15,*,*,825
 2012,America Central and South,Trinidad and Tobago,"31,600",145,420,60,"31,000"
 2012,Africa North,Tunisia,"12,500",100,610,150,"11,600"
 2012,Europe Other,Turkey,"205,000","1,200","11,200",740,"192,000"
 2012,Asia Central,Turkmenistan,"2,600",35,150,5,"2,410"
 2012,Other,Turks and Caicos Islands (British),20,0,*,*,20
 2012,Oceania,Tuvalu,175,0,30,0,145
 2012,Africa Sub-Saharan,Uganda,"13,200",220,435,100,"12,400"
 2012,Europe Other,Ukraine,"90,000",570,"3,760",220,"85,400"
 2012,Middle East,United Arab Emirates,"52,600",345,"1,710",15,"50,500"
 2012,America North,United States,"3,620,000","26,700","173,000","1,820","3,410,000"
 2012,America Central and South,Uruguay,"10,200",40,415,*,"9,700"
 2012,Asia Central,Uzbekistan,"6,680",95,345,20,"6,220"
 2012,Oceania,Vanuatu,215,0,25,0,190
 2012,Europe Other,Vatican City,25,5,*,0,20
 2012,America Central and South,Venezuela,"38,600",405,"1,480",25,"36,600"
 2012,Asia South East,Vietnam,"20,500",220,"3,000",80,"17,200"
 2012,Other,Virgin Islands (British),10,0,0,0,10
 2012,America North,Virgin Islands (US),180,0,5,0,175
 2012,Oceania,Wallis and Futuna,15,0,*,0,15
 2012,Africa North,Western Sahara,0,0,0,0,0
 2012,Middle East,Yemen,"4,040",85,190,60,"3,700"
 2012,Africa Sub-Saharan,Zambia,"10,500",75,305,35,"10,000"
 2012,Africa Sub-Saharan,Zimbabwe,"30,500",300,365,405,"29,400"
 2013,*Total,*Total,"14,000,000","156,000","462,000","23,100","13,400,000"
 2013,Africa North,*Total Africa North,"182,000","2,490","9,370",895,"170,000"
 2013,Africa Sub-Saharan,*Total Africa Sub-Saharan,"813,000","7,540","21,000","3,100","782,000"
 2013,America North,*Total America North,"4,820,000","37,600","94,700","2,150","4,680,000"
 2013,America Central and South,*Total America Central and South ,"994,000","5,050","45,900",975,"942,000"
 2013,Asia Central,*Total Asia Central,"56,800",595,"5,500",660,"50,100"
 2013,Asia East,*Total Asia East,"1,840,000","13,400","131,000","1,500","1,700,000"
 2013,Asia South,*Total Asia South,"1,240,000","49,000","26,700","8,370","1,160,000"
 2013,Asia South East,*Total Asia South East,"847,000","9,260","33,000","1,970","803,000"
 2013,EU 14,*Total EU 14,z,z,z,z,z
 2013,EU 2,*Total EU 2,z,z,z,z,z
 2013,EU 8,*Total EU 8,z,z,z,z,z
 2013,EU Other,*Total EU Other,"34,700",75,765,10,"33,800"
 2013,Europe Other,*Total Europe Other,"878,000","6,650","50,300","1,440","819,000"
 2013,Middle East,*Total Middle East,"873,000","5,900","37,100","1,160","829,000"
 2013,Oceania,*Total Oceania,"1,380,000","18,800","6,190",825,"1,350,000"
 2013,Other,*Total Other,"41,700",70,140,50,"41,500"
 2013,Asia Central,Afghanistan,"9,810",135,190,580,"8,900"
 2013,Europe Other,Albania,"14,400",75,290,105,"13,900"
 2013,Africa North,Algeria,"28,100",105,"1,010",185,"26,800"
 2013,Oceania,American Samoa,25,*,0,0,20
 2013,Europe Other,Andorra,"1,480",5,50,0,"1,420"
 2013,Africa Sub-Saharan,Angola,"7,320",125,680,5,"6,510"
 2013,Other,Anguilla (British),15,0,0,0,15
 2013,America Central and South,Antigua and Barbuda,"2,200",10,20,5,"2,160"
 2013,America Central and South,Argentina,"124,000","1,040","3,870",30,"119,000"
 2013,Europe Other,Armenia,"3,940",30,310,15,"3,580"
 2013,America Central and South,Aruba,150,*,0,0,150
 2013,Oceania,Australia,"1,110,000","14,300","5,150",590,"1,090,000"
 2013,EU 14,Austria,z,z,z,z,z
 2013,Europe Other,Azerbaijan,"17,800",180,"1,330",20,"16,300"
 2013,America Central and South,"Bahamas, The","3,130",15,65,5,"3,050"
 2013,Middle East,Bahrain,"27,100",95,880,10,"26,100"
 2013,Asia South,Bangladesh,"45,100",795,"2,300",895,"41,100"
 2013,America Central and South,Barbados,"11,600",45,145,20,"11,400"
 2013,Europe Other,Belarus,"21,300",230,875,35,"20,200"
 2013,EU 14,Belgium,z,z,z,z,z
 2013,America Central and South,Belize,"1,420",10,15,*,"1,390"
 2013,Africa Sub-Saharan,Benin,700,15,15,0,665
 2013,Other,Bermuda (British),70,0,*,0,65
 2013,Asia South,Bhutan,315,10,25,0,280
 2013,America Central and South,Bolivia,"2,630",35,65,10,"2,520"
 2013,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0
 2013,Europe Other,Bosnia and Herzegovina,"11,500",50,140,10,"11,300"
 2013,Africa Sub-Saharan,Botswana,"3,980",25,260,10,"3,690"
 2013,America Central and South,Brazil,"394,000","1,760","22,400",210,"370,000"
 2013,Other,British overseas citizens,"4,750",5,40,*,"4,710"
 2013,Asia South East,Brunei,"14,800",60,"1,060",5,"13,600"
 2013,EU 2,Bulgaria,z,z,z,z,z
 2013,Africa Sub-Saharan,Burkina,310,10,10,0,285
 2013,Asia South East,Burma,"4,410",185,225,20,"3,980"
 2013,Africa Sub-Saharan,Burundi,300,*,5,5,290
 2013,Asia South East,Cambodia,"1,200",25,130,10,"1,030"
 2013,Africa Sub-Saharan,Cameroon,"8,340",100,515,55,"7,670"
 2013,America North,Canada,"974,000","7,570","9,050",365,"957,000"
 2013,Africa Sub-Saharan,Cape Verde,325,*,5,*,315
 2013,Other,Cayman Islands (British),110,0,5,0,105
 2013,Africa Sub-Saharan,Central African Republic,45,*,5,0,35
 2013,Africa Sub-Saharan,Chad,220,5,5,0,215
 2013,America Central and South,Chile,"45,600",205,"2,120",10,"43,200"
 2013,Asia East,China,"666,000","4,520","74,800",940,"585,000"
 2013,Oceania,Christmas Island,0,0,0,0,0
 2013,Oceania,Cocos (Keeling) Islands,*,0,*,0,0
 2013,America Central and South,Colombia,"44,800",315,"4,490",90,"39,900"
 2013,Africa Sub-Saharan,Comoros,255,*,5,*,245
 2013,Africa Sub-Saharan,Congo,"2,750",30,40,45,"2,640"
 2013,Africa Sub-Saharan,Congo (Democratic Republic),"2,320",5,10,10,"2,290"
 2013,Oceania,Cook Islands,10,0,0,0,10
 2013,America Central and South,Costa Rica,"8,290",35,210,10,"8,040"
 2013,EU Other,Croatia,"34,700",75,765,10,"33,800"
 2013,America Central and South,Cuba,"3,570",100,40,20,"3,410"
 2013,America Central and South,Curacao,0,0,0,0,0
 2013,EU Other,Cyprus,z,z,z,z,z
 2013,Europe Other,Cyprus (Northern part of),560,10,*,0,550
 2013,EU 8,Czech Republic,z,z,z,z,z
 2013,EU 14,Denmark,z,z,z,z,z
 2013,Africa Sub-Saharan,Djibouti,230,5,20,*,200
 2013,America Central and South,Dominica,"2,030",15,20,5,"1,990"
 2013,America Central and South,Dominican Republic,"3,130",30,85,15,"3,000"
 2013,Asia South East,East Timor,90,5,0,0,85
 2013,America Central and South,Ecuador,"6,260",70,470,15,"5,700"
 2013,Africa North,Egypt,"72,500","1,400","1,730",215,"69,200"
 2013,America Central and South,El Salvador,"2,330",20,45,*,"2,260"
 2013,Africa Sub-Saharan,Equatorial Guinea,275,15,15,*,245
 2013,Africa Sub-Saharan,Eritrea,"1,490",115,20,130,"1,230"
 2013,EU 8,Estonia,z,z,z,z,z
 2013,Africa Sub-Saharan,Ethiopia,"5,060",220,210,105,"4,520"
 2013,Other,Falkland Islands (British),*,0,0,0,*
 2013,Europe Other,Faroe Islands,55,0,0,0,55
 2013,Oceania,Fiji,"2,730",15,15,65,"2,640"
 2013,EU 14,Finland,z,z,z,z,z
 2013,Europe Other,Former Yugoslavia,155,*,*,0,155
 2013,EU 14,France,z,z,z,z,z
 2013,America Central and South,French Guiana,*,0,0,0,*
 2013,Oceania,French Polynesia,0,0,0,0,0
 2013,Africa Sub-Saharan,Gabon,625,20,20,0,585
 2013,Africa Sub-Saharan,"Gambia, The","5,930",25,115,115,"5,670"
 2013,Europe Other,Georgia,"9,550",115,690,15,"8,730"
 2013,EU 14,Germany,z,z,z,z,z
 2013,Africa Sub-Saharan,Ghana,"54,000",845,"1,300",395,"51,400"
 2013,Other,Gibraltar (British),5,0,0,0,5
 2013,EU 14,Greece,z,z,z,z,z
 2013,Europe Other,Greenland,*,0,0,0,*
 2013,America Central and South,Grenada,"3,000",10,40,15,"2,940"
 2013,America Central and South,Guadeloupe,0,0,0,0,0
 2013,Oceania,Guam,5,0,0,0,5
 2013,America Central and South,Guatemala,"4,530",20,170,5,"4,340"
 2013,Africa Sub-Saharan,Guinea,"1,110",5,35,20,"1,040"
 2013,Africa Sub-Saharan,Guinea-Bissau,220,*,*,*,220
 2013,America Central and South,Guyana,"2,770",25,35,15,"2,690"
 2013,America Central and South,Haiti,465,10,15,*,440
 2013,Oceania,Heard Island and McDonald Islands,0,0,0,0,0
 2013,America Central and South,Honduras,"4,450",25,45,5,"4,370"
 2013,Asia East,Hong Kong,"183,000",665,"12,000",95,"170,000"
 2013,EU 8,Hungary,z,z,z,z,z
 2013,Europe Other,Iceland,z,z,z,z,z
 2013,Asia South,India,"911,000","42,200","17,400","2,530","849,000"
 2013,Asia South East,Indonesia,"71,100","1,320","2,150",75,"67,500"
 2013,Middle East,Iran,"38,900",500,945,295,"37,200"
 2013,Middle East,Iraq,"23,600",540,"3,680",285,"19,100"
 2013,EU 14,Ireland,z,z,z,z,z
 2013,Middle East,Israel,"221,000",695,"1,220",50,"219,000"
 2013,EU 14,Italy,z,z,z,z,z
 2013,Africa Sub-Saharan,Ivory Coast,"3,590",45,75,30,"3,430"
 2013,America Central and South,Jamaica,"25,300",265,135,265,"24,600"
 2013,Asia East,Japan,"571,000","5,100","24,400",285,"541,000"
 2013,Middle East,Jordan,"30,200",270,"1,370",40,"28,500"
 2013,Asia Central,Kazakhstan,"36,200",280,"4,330",40,"31,600"
 2013,Africa Sub-Saharan,Kenya,"35,500",290,"1,100",210,"33,900"
 2013,Oceania,Kiribati,85,5,*,0,80
 2013,Asia East,Korea (North),"2,200",10,30,0,"2,160"
 2013,Asia East,Korea (South),"321,000","2,200","12,100",95,"307,000"
 2013,Europe Other,Kosovo,"6,560",15,170,60,"6,310"
 2013,Middle East,Kuwait,"131,000",370,"3,200",25,"127,000"
 2013,Asia Central,Kyrgyzstan,"1,750",30,100,10,"1,610"
 2013,Asia South East,Laos,505,0,55,*,445
 2013,EU 8,Latvia,z,z,z,z,z
 2013,Middle East,Lebanon,"32,200",245,860,55,"31,000"
 2013,Africa Sub-Saharan,Lesotho,470,5,10,5,455
 2013,Africa Sub-Saharan,Liberia,870,25,45,5,795
 2013,Africa North,Libya,"28,600",230,"4,470",30,"23,900"
 2013,Europe Other,Liechtenstein,z,z,z,z,z
 2013,EU 8,Lithuania,z,z,z,z,z
 2013,EU 14,Luxembourg,z,z,z,z,z
 2013,Asia East,Macau,"4,500",*,345,0,"4,160"
 2013,Europe Other,Macedonia,"10,200",30,120,10,"10,000"
 2013,Africa Sub-Saharan,Madagascar,"1,600",20,25,*,"1,550"
 2013,Africa Sub-Saharan,Malawi,"3,720",105,210,30,"3,380"
 2013,Asia South East,Malaysia,"288,000",885,"11,600",155,"275,000"
